N,T,Y_C2H4
1075,327.68686,0.11698853
1076,325.2459,0.10040755
1077,322.88815,0.08558344
1078,320.63794,0.07247602
1079,318.5139,0.061004627
1080,353.1285,0.39911926
1081,352.8353,0.3941573
1082,352.28262,0.38496706
1083,351.48267,0.37203464
1084,350.44165,0.35582983
1085,349.1663,0.33687732
1086,347.66565,0.31574875
1087,345.9522,0.29304036
1088,344.04282,0.26934755
1089,341.95895,0.24524033
1090,339.72675,0.22124246
1091,337.37643,0.1978146
1092,334.9416,0.17534316
1093,332.45782,0.15413412
1094,329.96118,0.1344121
1095,327.4867,0.11632359
1096,325.06674,0.09994388
1097,322.72986,0.08528632
1098,320.49976,0.072313145
1099,318.39465,0.060946845
1100,352.8251,0.3940413
1101,352.53128,0.38916576
1102,351.97754,0.38013515
1103,351.17645,0.36742622
1104,350.13464,0.3514996
1105,348.8593,0.33286965
1106,347.36,0.31209683
1107,345.64966,0.28976575
1108,343.7456,0.26646018
1109,341.66953,0.24273932
1110,339.4477,0.21911703
1111,337.11038,0.19604562
1112,334.69098,0.17390478
1113,332.22467,0.15299556
1114,329.7471,0.13353947
1115,327.29272,0.11568165
1116,324.8933,0.09949747
1117,322.57684,0.085001685
1118,320.36642,0.072158925
1119,318.2799,0.060894724
1120,352.524,0.38909796
1121,352.22968,0.3843069
1122,351.67517,0.3754322
1123,350.87332,0.3629415
1124,349.83118,0.3472865
1125,348.55637,0.3289714
1126,347.0589,0.30854565
1127,345.3522,0.28658244
1128,343.4539,0.26365432
1129,341.386,0.24030986
1130,339.17487,0.21705331
1131,336.85074,0.19432884
1132,334.44678,0.17250964
1133,331.99786,0.15189204
1134,329.53918,0.13269457
1135,327.10458,0.115061015
1136,324.72534,0.09906694
1137,322.42883,0.08472846
1138,320.23767,0.07201251
1139,318.1694,0.060847607
1140,352.22522,0.38428402
1141,351.9305,0.3795755
1142,351.3755,0.37085304
1143,350.57324,0.3585755
1144,349.53122,0.34318566
1145,348.2574,0.32517782
1146,346.76224,0.30509064
1147,345.05966,0.28348622
1148,343.16754,0.26092604
1149,341.10815,0.23794831
1150,338.908,0.21504799
1151,336.59717,0.19266133
1152,334.2087,0.1711552
1153,331.7771,0.15082139
1154,329.3371,0.13187553
1155,326.922,0.11446019
1156,324.56256,0.098651074
1157,322.28555,0.08446565
1158,320.11325,0.07187312
1159,318.0628,0.0608049
1160,351.9288,0.3795945
1161,351.63388,0.37496656
1162,351.07858,0.36639282
1163,350.27628,0.3543234
1164,349.2347,0.3391924
1165,347.9623,0.3214844
1166,346.46994,0.30172756
1167,344.77188,0.28047302
1168,342.88635,0.25827157
1169,340.83582,0.23565125
1170,338.64682,0.21309799
1171,336.34946,0.19104037
1172,333.97647,0.16983911
1173,331.5621,0.1497816
1174,329.14053,0.1310807
1175,326.74466,0.113877796
1176,324.40463,0.09824876
1177,322.1468,0.084212385
1178,319.99295,0.07174008
1179,317.95996,0.060766075
1180,351.63483,0.3750247
1181,351.3398,0.37047544
1182,350.78442,0.3620469
1183,349.98233,0.35018066
1184,348.94162,0.33530232
1185,347.67108,0.31788695
1186,346.18192,0.29845238
1187,344.48877,0.27753913
1188,342.61017,0.25568745
1189,340.56876,0.23341554
1190,338.3911,0.21120052
1191,336.1073,0.18946347
1192,333.74982,0.16855921
1193,331.35254,0.14877082
1194,328.94922,0.13030854
1195,326.5723,0.11331256
1196,324.25134,0.097858965
1197,322.0123,0.08396785
1198,319.87653,0.07161276
1199,317.86057,0.06073065
1200,351.3433,0.37057012
1201,351.04828,0.3660977
1202,350.49304,0.3578109
1203,349.69147,0.346143
1204,348.65195,0.3315113
1205,347.38358,0.31438148
1206,345.898,0.29526138
1207,344.21014,0.274681
1208,342.3388,0.25317043
1209,340.30676,0.23123823
1210,338.1407,0.20935293
1211,335.87048,0.18792832
1212,333.52847,0.1673135
1213,331.14816,0.14778739
1214,328.7629,0.12955764
1215,326.40463,0.112763345
1216,324.10245,0.09748079
1217,321.8818,0.08373133
1218,319.76373,0.07149059
1219,317.76447,0.0606982
1220,351.05423,0.36622643
1221,350.75934,0.361829
1222,350.20447,0.35368064
1223,349.40366,0.3422064
1224,348.36563,0.32781538
1225,347.09982,0.3109643
1226,345.61816,0.29215097
1227,343.9359,0.27189538
1228,342.0721,0.25071752
1229,340.04968,0.2291166
1230,337.8953,0.20755278
1231,335.6388,0.1864328
1232,333.31223,0.16610016
1233,330.94876,0.14682974
1234,328.58136,0.12882671
1235,326.24142,0.1122291
1236,323.9577,0.097113386
1237,321.75516,0.08350216
1238,319.65442,0.071373075
1239,317.67145,0.060668334
1240,350.76767,0.3619896
1241,350.473,0.3576654
1242,349.91864,0.34965214
1243,349.11884,0.3383669
1244,348.0826,0.32421085
1245,346.81967,0.3076318
1246,345.3423,0.28911787
1247,343.66595,0.26917914
1248,341.80997,0.24832585
1249,339.79733,0.22704808
1250,337.6548,0.20579782
1251,335.41202,0.18497492
1252,333.10083,0.16491748
1253,330.7541,0.14589645
1254,328.40433,0.12811458
1255,326.08252,0.111708865
1256,323.81693,0.09675599
1257,321.6321,0.08327974
1258,319.54837,0.071259744
1259,317.58136,0.060640696
1260,350.48364,0.35785568
1261,350.18924,0.35360298
1262,349.6356,0.34572163
1263,348.83704,0.33462092
1264,347.80286,0.32069424
1265,346.5431,0.30438066
1266,345.07025,0.28615895
1267,343.40015,0.2665294
1268,341.5522,0.24599281
1269,339.54956,0.2250303
1270,337.41895,0.20408593
1271,335.1899,0.18355288
1272,332.89407,0.16376391
1273,330.56393,0.14498621
1274,328.2316,0.12742016
1275,325.92764,0.11120176
1276,323.67987,0.0964079
1277,321.5125,0.08306352
1278,319.4454,0.071150176
1279,317.49402,0.060614977
1280,350.20212,0.35382098
1281,349.90814,0.3496381
1282,349.3553,0.34188554
1283,348.55823,0.33096498
1284,347.52637,0.3172622
1285,346.27002,0.30120772
1286,344.80203,0.28327122
1287,343.13837,0.26394343
1288,341.29865,0.24371588
1289,339.30618,0.22306103
1290,337.1876,0.20241515
1291,334.97235,0.18216494
1292,332.69177,0.162638
1293,330.37808,0.14409779
1294,328.063,0.12674244
1295,325.77664,0.110706985
1296,323.54642,0.09606849
1297,321.39615,0.08285302
1298,319.3454,0.071044
1299,317.4093,0.060590893
1300,349.92313,0.349882
1301,349.6296,0.34576726
1302,349.07776,0.33814043
1303,348.28235,0.32739574
1304,347.25305,0.31391153
1305,346.0004,0.29811004
1306,344.53748,0.2804519
1307,342.8805,0.26141867
1308,341.04926,0.24149275
1309,339.06708,0.22113816
1310,336.9606,0.20078366
1311,334.75912,0.18080951
1312,332.49374,0.16153836
1313,330.19638,0.14323007
1314,327.89832,0.1260805
1315,325.62933,0.11022379
1316,323.41638,0.09573716
1317,321.2829,0.08264778
1318,319.24817,0.07094086
1319,317.32703,0.06056818
1320,349.6467,0.3460353
1321,349.35373,0.3419871
1322,348.803,0.33448303
1323,348.00943,0.32391003
1324,346.98288,0.31063923
1325,345.73416,0.2950847
1326,344.27655,0.27769834
1327,342.62646,0.25895265
1328,340.80386,0.23932122
1329,338.8321,0.21925977
1330,336.73776,0.19918971
1331,334.55005,0.17948513
1332,332.29984,0.16046378
1333,330.01862,0.142382
1334,327.7374,0.1254335
1335,325.48553,0.10975151
1336,323.28955,0.09541339
1337,321.17258,0.08244739
1338,319.15356,0.07084046
1339,317.24713,0.060546618
1340,349.37277,0.34227774
1341,349.08044,0.33829448
1342,348.53098,0.33091027
1343,347.7394,0.32050493
1344,346.71582,0.3074425
1345,345.47122,0.2921291
1346,344.01913,0.27500805
1347,342.37616,0.25654313
1348,340.56232,0.23719922
1349,338.6011,0.217424
1350,336.51898,0.19763172
1351,334.34503,0.17819041
1352,332.10983,0.15941307
1353,329.84467,0.14155261
1354,327.5801,0.12480066
1355,325.3451,0.1092895
1356,323.16583,0.09509668
1357,321.0651,0.08225147
1358,319.0615,0.07074252
1359,317.16943,0.060525987
1360,349.1014,0.33860615
1361,348.80975,0.33468634
1362,348.26163,0.32741916
1363,347.47226,0.31717753
1364,346.4518,0.30431855
1365,345.21155,0.2892406
1366,343.7652,0.27237868
1367,342.1295,0.2541879
1368,340.3246,0.23512481
1369,338.37396,0.21562915
1370,336.3041,0.19610816
1371,334.14386,0.17692405
1372,331.92365,0.15838514
1373,329.67435,0.14074102
1374,327.42624,0.124181226
1375,325.20786,0.10883719
1376,323.04507,0.09478658
1377,320.96027,0.082059674
1378,318.97177,0.07064677
1379,317.09384,0.0605061
1380,348.83258,0.33501765
1381,348.54166,0.3311598
1382,347.99503,0.32400692
1383,347.20795,0.31392515
1384,346.19083,0.30126482
1385,344.9551,0.28641686
1386,343.51462,0.269808
1387,341.88632,0.251885
1388,340.09048,0.23309614
1389,338.15054,0.21387355
1390,336.09296,0.19461766
1391,333.9464,0.17568487
1392,331.74106,0.157379
1393,329.5075,0.13994637
1394,327.27567,0.12357455
1395,325.0737,0.108394034
1396,322.92712,0.094482675
1397,320.85797,0.081871696
1398,318.88437,0.07055298
1399,317.02026,0.0604868
1400,348.56628,0.33150944
1401,348.27615,0.32771206
1402,347.73108,0.32067078
1403,346.94644,0.31074518
1404,345.93283,0.29827893
1405,344.70178,0.28365552
1406,343.26733,0.26729384
1407,341.64664,0.24963239
1408,339.85995,0.23111147
1409,337.9308,0.2121557
1410,335.88547,0.19315884
1411,333.75256,0.1744717
1412,331.562,0.15639368
1413,329.34402,0.1391679
1414,327.12823,0.122979976
1415,324.94247,0.10795956
1416,322.81186,0.09418459
1417,320.75812,0.08168725
1418,318.7991,0.070460945
1419,316.94858,0.060467932
1420,348.3025,0.3280788
1421,348.01318,0.3243405
1422,347.4698,0.31740823
1423,346.68774,0.30763513
1424,345.67773,0.29535842
1425,344.45154,0.28095445
1426,343.02332,0.26483423
1427,341.4103,0.24742831
1428,339.63287,0.22916919
1429,337.7145,0.21047416
1430,335.68152,0.19173048
1431,333.5622,0.1732835
1432,331.3863,0.15542829
1433,329.18378,0.13840489
1434,326.9839,0.12239695
1435,324.81406,0.10753329
1436,322.69916,0.093891986
1437,320.66058,0.081506066
1438,318.7159,0.07037047
1439,316.87872,0.060449358
1440,348.0412,0.32472315
1441,347.7528,0.32104257
1442,347.21115,0.31421682
1443,346.4318,0.30459267
1444,345.42554,0.29250115
1445,344.2043,0.2783115
1446,342.78244,0.26242718
1447,341.17725,0.24527098
1448,339.40915,0.22726771
1449,337.50165,0.20882754
1450,335.48093,0.1903314
1451,333.37518,0.17211926
1452,331.21384,0.15448202
1453,329.0266,0.13765666
1454,326.8424,0.12182491
1455,324.68835,0.10711482
1456,322.58893,0.09360451
1457,320.56528,0.081327915
1458,318.6347,0.070281394
1459,316.81058,0.060430955
1460,347.7824,0.3214401
1461,347.49493,0.31781587
1462,346.95514,0.31109416
1463,346.17856,0.30161557
1464,345.1762,0.28970495
1465,343.96008,0.2757247
1466,342.54468,0.26007095
1467,340.9474,0.24315879
1468,339.18872,0.22540559
1469,337.2921,0.20721458
1470,335.28366,0.18896048
1471,333.1914,0.17097805
1472,331.04453,0.15355407
1473,328.87247,0.13692254
1474,326.70377,0.12126337
1475,324.56525,0.10670374
1476,322.48108,0.0933219
1477,320.47208,0.08115257
1478,318.55536,0.070193544
1479,316.74408,0.06041261
1480,347.52606,0.3182272
1481,347.2396,0.31465808
1482,346.7017,0.308038
1483,345.92804,0.2987016
1484,344.92966,0.28696778
1485,343.71878,0.27319223
1486,342.30994,0.25776377
1487,340.72064,0.24109013
1488,338.97147,0.22358143
1489,337.0858,0.20563404
1490,335.0896,0.18761666
1491,333.01074,0.16985899
1492,330.87823,0.15264371
1493,328.72116,0.13620198
1494,326.56778,0.12071185
1495,324.4446,0.106299706
1496,322.37546,0.09304385
1497,320.38092,0.08097983
1498,318.4778,0.070106775
1499,316.67917,0.06039422
1500,347.27222,0.31508228
1501,346.98676,0.31156698
1502,346.45084,0.3050462
1503,345.68015,0.2958488
1504,344.68588,0.28428772
1505,343.48035,0.2707122
1506,342.0782,0.25550398
1507,340.49698,0.23906355
1508,338.7573,0.22179389
1509,336.88257,0.20408478
1510,334.8986,0.186299
1511,332.83313,0.16876122
1512,330.71484,0.15175027
1513,328.57263,0.1354944
1514,326.43442,0.12016991
1515,324.32635,0.10590236
1516,322.27203,0.09277013
1517,320.2917,0.08080952
1518,318.402,0.07002096
1519,316.61575,0.060375694
1520,347.02078,0.31200314
1521,346.7364,0.30854043
1522,346.2025,0.30211672
1523,345.4349,0.29305512
1524,344.44482,0.28166288
1525,343.24472,0.2682829
1526,341.8493,0.25329
1527,340.27628,0.2370776
1528,338.54617,0.22004174
1529,336.68237,0.2025657
1530,334.7106,0.1850065
1531,332.65842,0.16768399
1532,330.5543,0.1508731
1533,328.4268,0.13479929
1534,326.30353,0.11963713
1535,324.21042,0.10551139
1536,322.17065,0.092500485
1537,320.2043,0.08064145
1538,318.32782,0.06993598
1539,316.5538,0.06035696
1540,346.7718,0.3089877
1541,346.4885,0.30557638
1542,345.9567,0.29924756
1543,345.19223,0.2903187
1544,344.20645,0.27909157
1545,343.01187,0.26590273
1546,341.6233,0.25112036
1547,340.05847,0.23513094
1548,338.33798,0.21832375
1549,336.48514,0.20107575
1550,334.52554,0.18373832
1551,332.48657,0.16662653
1552,330.39645,0.15001157
1553,328.2835,0.13411616
1554,326.17505,0.11911315
1555,324.09668,0.105126515
1556,322.07132,0.09223471
1557,320.11874,0.080475464
1558,318.25522,0.06985172
1559,316.49316,0.060337935
1560,346.5252,0.30603403
1561,346.243,0.30267295
1562,345.71338,0.29643685
1563,344.95215,0.28763774
1564,343.97073,0.276572
1565,342.78174,0.26357007
1566,341.4001,0.24899359
1567,339.84354,0.23322228
1568,338.1327,0.2166388
1569,336.29077,0.19961396
1570,334.3433,0.1824936
1571,332.31744,0.16558816
1572,330.24124,0.14916511
1573,328.1427,0.13344455
1574,326.0489,0.11859759
1575,323.98505,0.10474745
1576,321.97388,0.0919726
1577,320.03488,0.08031144
1578,318.1841,0.069768086
1579,316.43387,0.060318567
1580,346.28098,0.30314016
1581,345.99994,0.2998282
1582,345.4725,0.29368275
1583,344.71457,0.28501055
1584,343.73758,0.27410257
1585,342.55426,0.26128346
1586,341.1796,0.24690834
1587,339.63138,0.23135039
1588,337.93018,0.21498583
1589,336.09918,0.1981794
1590,334.1638,0.18127154
1591,332.151,0.16456819
1592,330.0886,0.14833319
1593,328.00433,0.13278401
1594,325.92496,0.11809012
1595,323.8755,0.10437395
1596,321.8783,0.091713965
1597,319.95267,0.080149226
1598,318.11447,0.069685
1599,316.37582,0.060298804
1600,346.03915,0.30030432
1601,345.75928,0.29704037
1602,345.23407,0.29098356
1603,344.47946,0.28243542
1604,343.50702,0.2716818
1605,342.32944,0.25904143
1606,340.9618,0.24486329
1607,339.42194,0.22951412
1608,337.73038,0.21336378
1609,335.9103,0.19677113
1610,333.98694,0.1800714
1611,331.98712,0.163566
1612,329.9384,0.14751528
1613,327.86826,0.13213415
1614,325.8032,0.11759043
1615,323.76788,0.10400577
1616,321.7845,0.09145863
1617,319.87204,0.07998871
1618,318.0462,0.06960238
1619,316.319,0.0602786
1620,345.79965,0.29752472
1621,345.52097,0.2943077
1622,344.99808,0.2883376
1623,344.24686,0.27991077
1624,343.27896,0.26930806
1625,342.10718,0.2568426
1626,340.7466,0.2428572
1627,339.21515,0.22771232
1628,337.53326,0.21177168
1629,335.7241,0.19538836
1630,333.81268,0.17889243
1631,331.82574,0.16258098
1632,329.7906,0.14671092
1633,327.73444,0.13149458
1634,325.6835,0.117098205
1635,323.66217,0.10364268
1636,321.69238,0.09120645
1637,319.79294,0.07982978
1638,317.97928,0.06952014
1639,316.2633,0.060257904
1640,345.56247,0.29479966
1641,345.285,0.2916286
1642,344.76443,0.28574324
1643,344.01666,0.27743512
1644,343.05338,0.26698005
1645,341.88745,0.2546857
1646,340.53403,0.24088888
1647,339.01096,0.22594394
1648,337.33875,0.21020858
1649,335.54044,0.19403024
1650,333.64096,0.17773397
1651,331.6668,0.1616126
1652,329.6451,0.14591964
1653,327.60278,0.13086495
1654,325.5658,0.11661318
1655,323.55832,0.103284486
1656,321.60193,0.090957254
1657,319.71527,0.07967234
1658,317.91364,0.06943823
1659,316.2087,0.060236674
1660,345.32758,0.29212758
1661,345.05133,0.2890014
1662,344.53314,0.28319898
1663,343.78885,0.27500698
1664,342.83026,0.26469636
1665,341.6702,0.2525694
1666,340.32394,0.23895718
1667,338.8093,0.22420797
1668,337.1468,0.2086736
1669,335.35928,0.19269603
1670,333.47168,0.17659537
1671,331.51025,0.16066028
1672,329.50186,0.14514098
1673,327.47324,0.1302449
1674,325.45004,0.11613509
1675,323.4562,0.10293098
1676,321.51306,0.09071091
1677,319.63904,0.079516284
1678,317.8492,0.06935657
1679,316.15518,0.060214866
1680,345.09497,0.28950688
1681,344.81998,0.28642467
1682,344.30417,0.28070337
1683,343.56342,0.2726249
1684,342.60953,0.26245567
1685,341.4554,0.25049254
1686,340.11633,0.23706098
1687,338.61014,0.2225034
1688,336.95728,0.20716587
1689,335.18057,0.19138497
1690,333.30478,0.175476
1691,331.35596,0.15972355
1692,329.36078,0.14437455
1693,327.3457,0.12963408
1694,325.33618,0.115663685
1695,323.3558,0.102581985
1696,321.42572,0.09046729
1697,319.56415,0.07936152
1698,317.78595,0.06927511
1699,316.1027,0.060192447
1700,344.8646,0.28693607
1701,344.5909,0.28389683
1702,344.07748,0.27825493
1703,343.34033,0.27028763
1704,342.39117,0.2602567
1705,341.24304,0.24845396
1706,339.91116,0.23519926
1707,338.41342,0.22082931
1708,336.7702,0.20568459
1709,335.00427,0.19009636
1710,333.1402,0.17437527
1711,331.2039,0.15880188
1712,329.2218,0.14361997
1713,327.22015,0.12903224
1714,325.22412,0.115198724
1715,323.25705,0.10223733
1716,321.33987,0.09022627
1717,319.49057,0.07920797
1718,317.72385,0.0691938
1719,316.05115,0.060169388
1720,344.63647,0.28441375
1721,344.36404,0.28141657
1722,343.8531,0.27585232
1723,343.1195,0.2679938
1724,342.17514,0.25809827
1725,341.03302,0.24645253
1726,339.70837,0.23337099
1727,338.2191,0.2191848
1728,336.5855,0.20422894
1729,334.8303,0.18882954
1730,332.97787,0.1732926
1731,331.05402,0.15789482
1732,329.0849,0.14287683
1733,327.09653,0.12843904
1734,325.11383,0.11473999
1735,323.1599,0.10189684
1736,321.25543,0.08998773
1737,319.4182,0.079055555
1738,317.66284,0.06911259
1739,316.00055,0.060145665
1740,344.41055,0.2819385
1741,344.13943,0.27898246
1742,343.63092,0.27349424
1743,342.90097,0.2657422
1744,341.96143,0.2559792
1745,340.82532,0.24448717
